hid,Location,Caste,House.Material,Age,Gender,Education,q3_Ladder,q5_AgriTrends,q6_AgroDiversity,q7_AgroWildlife,q11_ForestArea,q12_ForestQuality,q13_ForestWildlife,q15_FreshwaterQuant,q16_FreshwaterQual,q17_FreshwaterWildlife,q19A_GrasslandEcosystem,q20_NatureFood,q22_FoodTrends,q24_EnoughFood,q25_Farmpc,q26_Huntpc,q27_Land_ha,tlu,q29_Occupation_Business,q29_Occupation_Tourism,q29_Occupation_Health,q29_Occupation_Agriculture,q29_Occupation_Government,q29_Occupation_Education,q29_Occupation_Labour,q29_Occupation_Private,q29_Occupation_Others,q30_EnoughIncome,q31_NatureWork,q33_IncomeTrends,q35_Healthy,q37_HealthCheck_Hospital,q37_HealthCheck_Aayurved,q37_HealthCheck_Homemade,q37_HealthCheck_Pharmacy,q37_HealthCheck_Dhami,q39_NatureHealth,q41_HealthTrends,q43_WaterSource_Tap,q43_WaterSource_River,q43_WaterSource_Tube,q43_WaterSource_Spring,q43_WaterSource_Well,q43_WaterSource_Lake,q43_WaterSource_Others,q44_Toilet,q45_NatureWater,q47_WaterShortage,q48_WaterTrends,q50_Electricity,q51_Cook,q52_NatureEnergy,q54_EnergySuff,q55_ElectricitySuff,q56_EnergyTrends,q57_ElectricityTrends,q59_FamEducation,q60_EnvEducation_School,q60_EnvEducation_Media,q60_EnvEducation_Fam,q60_EnvEducation_Elders,q60_EnvEducation_NGO,q60_EnvEducation_Others,q61_NatureEducation,q62_EducationTrends,q64_Drr,q66_DrrTrends,q67_NatureDrr,q70_Recre,q74_NatureRecrea,q75_Culture,q79_NatureCulture,q82_ConservationNature,q84_ConservationPeople,Nature
YC1,Yamphudin,Ethnic,1,41,1,3,5,2,2,4,2,1,2,5,1,5,2,1,1,1,80,0,,1.9,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,3,1,1,1,1,1,1,0,3,2,4,4,1,0,1,1,1,1,1,Non-Living
YC2,Yamphudin,Ethnic,1,69,1,2,2,5,1,3,1,2,1,2,1,5,2,2,1,1,30,0,,25.7,1,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,4,4,1,0,0,1,0,0,0,1,3,0,1,1,Firewood,2,2,1,1,1,1,0,0,0,0,0,0,3,3,2,3,3,0,2,1,3,1,2,Living and Non-living
YC3,Yamphudin,Ethnic,1,53,2,3,9,4,2,3,1,1,3,3,1,4,2,1,2,0,30,0,,1.4,0,0,0,0,1,0,0,0,0,4,2,2,2,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,2,2,2,1,1,1,1,1,0,1,0,2,2,2,3,2,1,2,1,2,1,2,Living and Non-living
YC4,Yamphudin,Ethnic,1,45,1,3,10,4,2,1,1,2,1,4,1,5,3,4,2,1,60,0,0.15,1.2,1,0,0,0,0,0,0,0,0,2,2,2,4,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,2,3,1,2,3,1,2,1,2,1,2,Non-Living
YC5,Yamphudin,Ethnic,1,22,1,3,5,2,2,3,2,2,3,3,1,4,2,3,2,1,50,0,,5,0,0,0,1,0,0,0,0,0,2,3,2,2,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,3,3,4,3,3,0,3,1,3,2,3,I don't know
YC6,Yamphudin,Ethnic,1,35,2,2,7,4,3,4,2,2,3,3,1,5,3,3,3,1,20,0,,0,0,0,0,0,1,0,0,0,0,2,2,3,2,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,3,0,1,1,Firewood,2,2,2,3,3,1,1,0,0,0,1,0,3,3,4,3,3,0,2,1,3,3,2,Spiritual and Abstract
YA1,Yamphudin,Ethnic,1,40,2,1,4,3,2,3,2,3,4,3,2,3,4,3,2,1,60,0,,3.8,0,0,0,1,0,0,0,0,0,2,4,2,2,1,0,1,0,1,2,3,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,2,5,2,3,2,1,0,1,0,0,0,3,3,1,3,3,0,2,0,3,3,4,Living and Non-living
YA2,Yamphudin,Ethnic,1,78,1,1,5,3,2,3,2,2,3,4,2,3,5,3,2,1,80,0,5.09,3.3,0,0,0,1,0,0,0,0,0,2,3,2,2,1,0,1,0,1,4,2,1,0,0,1,0,0,0,1,3,0,2,1,Firewood,2,2,3,3,1,2,1,1,1,0,0,0,3,3,4,3,3,1,3,0,3,,,Living and Non-living
YA3,Yamphudin,Ethnic,1,38,1,3,7,3,3,3,1,2,4,5,2,3,4,1,1,1,30,0,,5,0,0,0,1,0,0,0,0,0,4,2,3,1,1,0,1,0,1,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,2,2,2,1,2,1,1,1,0,0,0,4,2,4,4,2,1,2,0,2,2,2,Living and Non-living
YB1,Yamphudin,Ethnic,1,28,1,1,5,3,4,3,2,2,3,4,3,3,2,2,2,1,70,0,,1.2,0,0,0,1,0,0,0,0,0,4,2,3,2,1,0,1,0,1,2,3,0,0,0,1,0,0,0,0,3,0,3,1,Firewood,1,1,2,1,2,1,1,1,0,0,0,0,2,3,3,3,3,0,3,0,2,,,Living and Non-living
YB2,Yamphudin,Ethnic,1,70,2,2,5,4,4,3,1,2,4,3,3,3,3,2,2,1,75,0,22.9,2.7,0,0,0,1,0,0,0,0,0,4,2,3,3,1,0,1,0,1,2,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,3,2,3,2,1,1,1,0,0,1,0,2,3,2,3,4,0,2,0,1,2,2,I don't know
YB3,Yamphudin,Ethnic,2,,1,2,5,3,3,4,2,1,3,3,2,3,4,1,1,1,15,0,,1.4,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,1,0,1,2,3,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,3,2,3,2,1,1,1,0,0,1,0,3,2,4,3,3,0,2,0,2,2,3,Living and Non-living
YB4,Yamphudin,Ethnic,1,54,2,2,6,3,3,2,2,1,2,4,3,3,4,1,3,1,40,0,3.82,0.8,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,0,0,1,2,3,1,0,0,1,0,0,0,1,3,0,2,1,Firewood,1,2,2,2,1,1,1,0,0,0,0,0,2,3,2,3,4,0,3,0,2,,,Spiritual and Abstract
YI2,Yamphudin,Ethnic,1,77,2,2,5,4,4,2,2,3,2,3,4,3,4,2,2,1,70,0,3.56,1,0,0,0,0,0,0,1,0,0,2,1,2,4,1,0,1,0,1,1,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,2,1,4,0,0,0,0,0,0,3,,4,3,1,1,1,1,1,1,1,I don't know
YI3,Yamphudin,Ethnic,1,38,2,3,7,2,2,2,4,1,2,2,3,4,4,1,3,1,77,0,5.09,1.6,0,0,0,0,0,0,1,0,0,2,2,3,2,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,3,2,1,3,1,3,1,1,Living and Non-living
YI4,Yamphudin,Ethnic,1,38,1,2,6,4,2,2,2,2,1,1,1,5,5,1,2,1,60,0,0.71,0.7,0,0,0,0,0,0,1,0,0,4,5,3,2,1,0,1,0,1,4,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,3,1,1,1,1,1,1,1,1,1,0,1,1,4,3,3,0,3,1,3,2,2,Living and Non-living
YI5,Yamphudin,Ethnic,1,81,2,1,6,4,3,2,4,1,2,3,3,4,3,2,3,1,70,0,0.61,0.6,0,0,0,0,0,0,1,0,0,2,1,3,2,1,0,1,0,1,2,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,3,1,1,1,4,0,0,0,0,0,0,3,,4,3,2,0,3,1,1,1,1,I don't know
YD1,Yamphudin,Ethnic,1,33,2,3,5,4,2,2,1,1,2,3,1,4,4,2,1,1,75,0,0,4.7,0,0,0,0,0,0,1,0,0,2,1,1,3,1,0,1,0,0,2,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,2,1,1,1,1,1,0,0,0,1,2,4,,,0,1,1,1,1,1,Living and Non-living
YD2,Yamphudin,Ethnic,1,70,2,4,5,5,5,1,1,1,1,1,4,3,5,1,2,1,95,0,1.17,16.8,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,3,0,0,1,0,0,0,3,3,1,5,1,1,1,1,1,1,2,Living and Non-living
YE1,Yamphudin,Ethnic,2,29,1,2,5,2,2,4,2,1,2,2,2,5,3,2,1,1,50,0,,1.2,0,0,0,0,0,0,1,0,0,2,2,3,2,1,1,1,0,1,2,3,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,2,1,2,2,2,1,1,1,1,0,0,2,1,1,4,2,0,3,1,2,2,2,Living and Non-living
YE2,Yamphudin,Ethnic,1,46,2,3,9,1,2,1,1,2,5,2,2,2,3,1,1,1,70,0,0.87,4.7,0,0,0,0,0,0,1,0,0,1,1,2,2,1,1,1,0,1,4,4,1,0,0,1,0,0,0,1,4,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,4,2,2,3,1,1,1,1,1,1,2,Living and Non-living
YF1,Yamphudin,Ethnic,1,27,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,0,50,0,0.25,0.9,0,0,0,0,0,0,1,0,0,2,1,4,2,1,0,1,0,0,3,1,1,0,0,1,0,0,0,1,2,3,2,1,Firewood,2,2,2,1,4,1,1,1,1,0,0,0,1,2,4,4,3,0,3,1,2,3,2,I don't know
YF2,Yamphudin,Ethnic,1,64,2,2,2,2,2,2,1,1,1,3,1,3,3,3,1,1,5,0,0.31,2.4,0,0,0,1,0,0,0,0,0,2,4,3,3,1,0,1,0,0,2,2,1,0,0,1,0,0,0,1,3,2,1,1,Firewood,3,2,3,1,5,2,1,0,1,0,0,0,3,4,4,3,3,0,3,1,1,,,I don't know
YG1,Yamphudin,Ethnic,1,30,2,3,4,4,2,3,4,2,3,4,2,4,2,2,2,1,50,0,,2.4,0,0,0,1,0,0,0,0,0,2,1,2,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,2,2,2,2,1,1,0,0,0,0,0,1,2,4,2,1,0,1,1,2,1,1,Non-Living
YG2,Yamphudin,Ethnic,1,48,1,3,5,1,2,4,2,2,2,2,2,3,3,2,1,1,25,0,,4,0,0,0,0,1,0,0,0,0,2,2,2,3,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,2,2,2,1,1,1,1,1,0,0,0,2,1,4,2,1,0,2,1,2,1,2,Non-Living
YG3,Yamphudin,Ethnic,1,56,2,2,3,5,5,2,1,1,1,2,1,4,2,4,1,1,40,0,0.41,4.2,0,0,0,1,0,0,0,0,0,4,2,1,2,1,0,0,0,0,2,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,2,2,2,3,3,2,0,1,1,0,0,0,4,2,3,5,3,0,2,1,1,2,2,Non-Living
YG4,Yamphudin,Ethnic,1,44,2,2,10,4,2,4,2,2,1,2,1,4,2,2,2,1,40,0,0.1,5.1,0,0,0,1,0,0,0,0,0,4,2,2,2,1,0,0,0,0,2,2,1,0,0,1,0,0,0,1,1,3,1,1,Firewood,1,2,2,2,2,2,1,0,0,0,1,0,2,1,4,2,2,0,2,0,2,2,2,Living and Non-living
YG5,Yamphudin,Ethnic,1,39,2,3,5,4,2,2,2,2,3,4,1,3,3,2,1,1,50,0,,1.3,0,0,0,0,0,0,1,0,0,4,2,3,3,1,0,0,0,0,2,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,2,4,4,1,1,1,1,0,0,0,0,0,1,1,4,4,1,1,2,1,2,1,1,Living and Non-living
YG6,Yamphudin,Ethnic,1,25,1,2,5,2,3,2,2,2,1,2,1,3,4,2,1,1,50,0,0.01,2.8,1,0,0,0,0,0,0,0,0,1,2,1,3,1,0,1,0,1,2,2,1,0,0,1,0,0,0,1,2,1,1,1,Firewood,2,3,4,2,2,1,1,0,0,0,0,0,2,2,4,4,2,1,2,1,2,2,2,Living and Non-living
YG8,Yamphudin,Ethnic,1,38,2,3,5,4,2,3,1,2,2,3,3,3,3,2,2,1,40,10,2.54,4.3,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,0,0,1,4,3,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,1,2,2,2,1,1,0,1,0,1,0,2,2,4,2,1,1,2,1,5,2,2,Living and Non-living
YG9,Yamphudin,Ethnic,1,40,2,3,6,4,2,2,1,1,1,3,1,4,4,2,2,1,40,0,,3.2,1,0,0,0,0,0,0,0,0,4,2,3,1,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,2,0,2,1,Firewood,2,2,4,2,2,1,1,1,1,0,0,0,2,2,4,1,2,1,2,1,2,1,2,Living and Non-living
YH1,Yamphudin,Ethnic,1,48,1,2,6,4,2,4,4,4,2,4,1,3,2,1,1,1,75,0,,0.4,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,3,1,1,0,1,0,1,0,3,2,4,4,2,1,3,1,3,1,1,I don't know
YH2,Yamphudin,Ethnic,1,21,2,4,9,4,4,2,2,2,2,2,4,3,2,1,4,1,80,0,1.53,2.9,0,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,0,1,1,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,3,1,4,2,1,1,1,1,1,1,1,Non-Living
YH3,Yamphudin,Ethnic,1,31,2,3,6,4,3,4,3,2,2,3,1,3,2,2,2,1,50,0,,2.2,0,0,0,0,0,0,1,0,0,2,3,2,3,1,0,0,0,0,2,4,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,2,4,1,3,1,1,0,1,0,0,0,3,2,4,3,2,1,2,1,1,2,2,Non-Living
YH4,Yamphudin,Ethnic,1,56,1,1,7,4,2,1,1,2,1,3,3,3,2,2,2,1,70,0,0,2.7,0,0,0,0,0,0,1,0,0,2,1,2,2,1,0,0,0,1,1,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,3,2,1,1,1,0,1,0,3,2,4,4,1,0,2,1,3,1,1,Spiritual and Abstract
YH5,Yamphudin,Ethnic,1,50,1,2,5,5,5,1,2,2,2,2,1,3,2,2,2,1,80,0,0.36,0.9,0,0,0,0,0,0,1,0,0,2,1,2,3,1,0,0,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,3,2,1,1,1,0,0,0,3,3,4,2,2,0,3,0,2,1,2,Living and Non-living
YH6,Yamphudin,Ethnic,1,35,1,3,8,4,2,1,2,2,1,2,1,3,4,2,2,1,40,0,3.56,1.7,0,0,0,0,0,0,1,0,0,2,2,2,2,1,0,0,0,0,3,3,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,4,1,3,2,1,1,1,1,0,0,3,2,4,4,2,0,2,1,1,1,1,Living and Non-living
YH7,Yamphudin,Ethnic,1,32,2,3,5,4,2,2,2,2,2,3,2,3,3,2,2,1,25,0,2.44,3.7,0,0,0,0,0,0,1,0,0,2,3,2,2,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,2,1,1,3,1,1,1,1,0,0,0,3,2,4,4,2,0,1,1,2,1,1,Spiritual and Abstract
YC7,Yamphudin,Ethnic,1,29,2,3,10,4,2,4,4,4,4,3,2,5,2,2,2,1,50,0,2.54,3.2,0,0,0,0,1,0,0,0,0,2,2,2,2,1,0,0,0,1,2,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,2,4,2,1,1,1,1,0,1,0,4,3,2,3,3,1,2,1,3,1,1,Non-Living
YC8,Yamphudin,Ethnic,1,28,1,3,6,5,2,3,2,2,2,2,1,5,3,1,1,1,70,0,1.02,1.8,0,0,0,0,0,0,1,0,0,2,1,3,2,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,4,2,2,3,3,1,2,1,3,1,2,Living and Non-living
YC9,Yamphudin,Ethnic,1,,1,2,5,4,2,3,1,1,1,1,1,5,4,2,1,1,50,0,1.02,1.7,0,0,0,0,0,0,1,0,0,4,2,2,2,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,2,2,2,2,1,1,1,1,0,1,0,4,2,4,3,3,1,2,1,3,2,2,Living and Non-living
YC10,Yamphudin,Ethnic,1,50,2,3,9,2,2,4,2,1,2,2,1,5,2,1,1,1,65,0,1.98,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,2,1,4,4,2,1,2,1,2,1,1,Living and Non-living
YC11,Yamphudin,Ethnic,1,32,2,4,7,4,2,2,1,2,4,4,2,5,4,1,1,1,70,0,1.78,7.7,0,0,0,0,1,0,0,0,0,2,1,2,1,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,2,2,3,1,1,1,1,0,1,0,3,1,4,3,2,1,2,1,3,1,2,Living and Non-living
YA4,Yamphudin,Ethnic,1,30,1,4,10,4,3,3,4,3,3,3,3,4,3,2,2,1,100,0,,2.2,0,0,0,0,1,0,0,0,0,2,2,2,1,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,2,0,2,1,Firewood,1,1,2,2,1,2,0,1,1,0,0,0,2,3,4,3,3,0,3,1,1,2,1,Living and Non-living
YA5,Yamphudin,Ethnic,,60,2,2,7,4,3,4,1,2,4,3,3,5,5,2,2,1,60,0,4.07,4.7,0,0,0,0,0,0,1,0,0,2,3,2,2,1,0,1,0,1,3,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,3,2,2,2,2,2,1,1,1,0,0,0,3,2,4,3,3,0,2,1,3,2,2,Non-Living
YA6,Yamphudin,Ethnic,1,27,2,3,5,3,2,4,2,2,4,4,2,5,5,2,1,1,80,0,4.07,4.1,0,0,0,1,0,0,0,0,0,2,4,1,1,1,1,1,0,1,1,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,2,1,1,2,1,1,1,1,1,0,4,1,4,4,2,1,2,1,2,2,2,Living and Non-living
YB5,Yamphudin,Ethnic,1,,1,2,5,4,5,1,2,2,1,2,2,2,4,4,2,1,25,0,2.24,2.7,0,0,0,1,0,0,0,0,0,4,2,4,3,1,0,1,0,1,4,4,1,0,0,1,0,0,0,1,4,0,1,1,Firewood,2,2,2,2,2,1,1,0,0,0,0,0,2,2,3,2,2,0,3,0,2,1,2,Spiritual and Abstract
YB6,Yamphudin,Ethnic,1,26,1,2,7,4,4,2,5,2,3,4,1,4,4,1,1,1,70,0,0.51,2.6,0,0,0,1,0,0,0,0,0,4,2,5,2,1,0,1,0,1,2,1,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,1,1,1,1,0,0,1,0,3,1,3,2,5,0,3,0,3,1,2,Living and Non-living
YB7,Yamphudin,Ethnic,1,45,2,3,8,2,2,2,2,1,2,4,4,4,4,1,2,1,70,0,1.27,2,0,0,0,1,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,2,2,3,1,1,1,1,1,1,0,1,2,4,4,1,0,2,1,1,1,2,Spiritual and Abstract
YB8,Yamphudin,Ethnic,2,21,1,2,5,3,3,4,2,1,2,3,4,3,3,2,3,1,50,0,,0.9,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,0,0,1,2,3,1,0,0,1,0,0,0,0,2,0,1,1,Firewood,1,2,2,2,1,1,1,0,0,0,0,0,2,3,4,3,3,0,2,0,2,1,2,Living and Non-living
YI6,Yamphudin,Ethnic,1,43,1,2,8,4,2,3,2,1,2,3,3,3,3,1,2,1,75,0,1.42,0.7,0,0,0,0,0,0,1,0,0,1,1,2,2,1,0,1,0,1,2,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,3,3,0,3,1,1,2,1,Living and Non-living
YI7,Yamphudin,Ethnic,1,60,2,1,5,4,3,2,4,2,2,4,3,4,4,1,3,1,80,0,1.12,1.5,0,0,0,0,0,0,1,0,0,2,1,3,2,1,0,1,0,1,1,3,1,1,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,4,0,0,0,0,0,0,3,3,4,3,3,0,3,1,1,1,1,Living and Non-living
YI8,Yamphudin,Ethnic,1,26,2,2,5,2,2,2,4,2,3,3,1,4,4,1,2,1,50,0,2.04,0.6,0,0,0,0,0,0,1,0,0,2,1,2,2,1,0,1,0,1,2,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,2,1,1,1,1,1,1,1,1,1,0,1,2,4,3,2,1,2,1,1,2,1,Living and Non-living
YI9,Yamphudin,Ethnic,1,50,1,1,5,3,3,2,2,1,2,3,3,4,5,2,2,1,80,0,1.12,0.9,0,0,0,0,0,0,1,0,0,2,1,3,2,1,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,2,1,1,1,1,1,1,1,1,1,0,1,2,4,3,3,0,1,1,1,1,1,Living and Non-living
YI10,Yamphudin,Ethnic,1,65,2,2,5,4,2,3,3,3,2,3,3,4,4,1,2,1,60,0,4.07,1.1,0,0,0,0,0,0,1,0,0,2,1,4,2,1,0,1,0,1,1,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,4,0,0,0,0,0,0,3,5,4,3,3,0,3,1,1,1,1,Living and Non-living
YD3,Yamphudin,Ethnic,1,48,1,2,6,5,1,4,1,2,4,2,2,5,2,1,1,1,80,0,3.56,11.5,0,0,0,1,0,0,0,0,0,2,1,2,2,1,0,1,0,0,1,4,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4,3,1,1,1,1,1,1,1,Living and Non-living
YD4,Yamphudin,Ethnic,1,,2,2,5,4,2,1,2,1,1,3,1,3,3,2,1,1,50,0,,1,0,0,0,1,0,0,0,0,0,2,1,2,2,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,2,1,1,1,1,1,0,0,0,1,1,4,3,2,1,1,1,1,1,1,Living and Non-living
YD5,Yamphudin,Ethnic,1,35,1,2,6,4,4,1,1,1,3,3,1,3,3,2,1,1,70,0,,3.8,0,0,0,0,0,0,1,0,0,2,2,1,2,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,2,1,1,4,2,0,2,1,1,1,2,Living and Non-living
YD6,Yamphudin,Ethnic,1,52,2,4,10,2,2,2,1,1,1,2,2,4,3,1,1,1,90,0,2.19,3.7,0,0,1,0,0,0,0,0,0,2,2,2,2,1,0,1,0,1,2,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,1,0,2,1,1,3,2,1,1,1,2,1,1,Living and Non-living
YD7,Yamphudin,Ethnic,1,47,1,2,5,5,1,1,1,1,1,1,1,3,4,1,1,1,50,0,,1.9,0,0,0,1,0,0,0,0,0,1,1,2,3,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4,3,3,1,1,1,1,1,1,Non-Living
YE3,Yamphudin,Ethnic,1,33,2,2,4,2,2,2,2,2,1,2,2,5,3,1,1,1,50,0,,0,0,0,0,0,0,0,1,0,0,2,1,2,2,1,0,1,0,1,2,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,2,1,1,1,1,1,1,1,0,0,0,3,2,1,3,2,1,2,1,2,1,1,Non-Living
YE4,Yamphudin,Ethnic,1,45,2,2,5,4,2,1,1,1,2,3,1,3,2,2,1,1,50,0,,2.5,0,0,0,0,0,0,1,0,0,1,2,2,2,1,0,1,0,1,1,3,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,3,1,1,1,1,1,1,2,Spiritual and Abstract
YE5,Yamphudin,Ethnic,1,,2,2,5,4,2,2,2,2,4,3,2,4,4,2,4,1,50,0,,2.6,0,0,0,0,0,0,1,0,0,2,2,2,2,0,1,1,0,1,1,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,1,1,1,1,1,0,1,0,2,2,2,4,1,1,1,1,1,1,1,Living and Non-living
YE6,Yamphudin,Ethnic,1,34,1,2,5,3,2,2,2,2,2,3,2,2,4,2,4,1,40,0,0.25,2.4,0,0,0,0,0,0,1,0,0,2,2,2,2,1,1,1,0,1,1,2,1,0,0,0,0,0,0,1,1,0,1,0,Firewood,1,1,5,5,5,1,1,1,0,0,1,0,2,2,4,3,2,0,3,1,2,1,2,Living and Non-living
YE7,Yamphudin,Ethnic,1,34,1,3,5,5,2,1,1,1,1,4,2,3,3,1,1,1,70,0,1.78,1.7,0,0,0,0,0,0,0,0,1,1,2,1,3,1,0,1,0,1,2,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,3,1,1,1,1,1,1,2,Living and Non-living
YF3B,Yamphudin,Ethnic,1,30,2,2,3,4,3,1,1,1,1,3,1,4,4,2,2,1,20,0,0.2,3.4,0,0,0,0,0,0,1,0,0,2,4,3,2,1,0,1,0,1,4,2,1,0,0,1,0,0,0,1,3,0,1,1,Firewood,2,2,2,1,2,1,1,0,1,0,0,0,3,3,4,3,3,1,2,1,1,3,3,Living and Non-living
YF4,Yamphudin,Ethnic,1,80,1,1,2,3,4,2,1,2,1,2,1,4,3,4,1,0,10,0,0.36,0.2,0,0,0,1,0,0,0,0,0,4,4,3,3,1,0,1,0,0,4,2,1,0,0,1,0,0,0,1,4,1,1,1,Firewood,1,1,2,1,1,4,0,0,0,0,0,0,3,3,4,4,2,0,3,1,1,1,3,I don't know
YF5,Yamphudin,Ethnic,1,54,1,1,4,4,3,2,2,1,2,3,1,4,3,4,1,0,5,0,0.76,3.6,0,0,0,0,0,0,1,0,0,2,4,2,3,1,0,0,0,0,3,1,1,0,0,1,0,0,0,1,3,0,1,1,Firewood,1,2,1,4,2,4,0,0,0,0,0,0,3,3,4,3,3,0,3,1,1,,,I don't know
YF6,Yamphudin,Ethnic,1,55,2,2,4,4,4,1,1,1,2,2,2,2,4,2,2,1,15,0,2.54,2.1,1,0,0,0,0,0,0,0,0,2,4,3,2,1,1,0,0,1,2,1,1,0,0,1,0,0,0,1,3,0,1,1,LPG,3,2,2,3,1,2,1,1,1,0,0,0,2,2,4,2,3,0,2,1,2,2,3,Living and Non-living
YF7,Yamphudin,Ethnic,1,53,2,3,5,4,4,1,1,1,1,4,2,3,4,5,4,1,50,0,1.78,4.4,0,0,0,0,0,0,1,0,0,2,4,3,2,1,0,1,0,1,2,2,1,0,0,1,0,0,0,1,1,2,1,1,Firewood,1,1,2,1,1,1,1,1,1,0,0,0,4,1,4,4,2,0,2,1,2,1,1,Non-Living
